,Unnamed: 0,domestic total adj gross(2016),domestic lifetime adj gross(2016),budget,actors,director,writer,producer,composer,series,movie title,domestic total gross,domestic lifetime,release date,runtime (mins),rating,genre
0,1,60795800.0,,,,Jon Turteltaub,,,,3 Ninjas,3 Ninjas,29000301.0,,1992-08-07 00:00:00,85.0,PG,Family
1,2,24557400.0,,,,,,,,3 Ninjas,3 Ninjas Kick Back,11798854.0,,1994-05-06 00:00:00,94.0,PG,Family
2,3,827000.0,,,,,,,,3 Ninjas,3 Ninjas Knuckle Up,413479.0,,1995-03-10 00:00:00,87.0,PG-13,Unknown
3,4,697100.0,,,,Sean McNamara,Sean McNamara,,,3 Ninjas,3 Ninjas: High Noon at Mega Mountain,375805.0,,1998-04-10 00:00:00,93.0,PG,Unknown
4,5,113865700.0,,60000000,"['Morgan Freeman', 'Billy Burke']",Lee Tamahori,Marc Moss,,Jerry Goldsmith,Alex Cross,Along Came a Spider,74078174.0,,2001-04-06 00:00:00,103.0,R,Thriller
5,6,114726000.0,,27000000,"['Morgan Freeman', 'Ashley Judd', 'Cary Elwes', 'Brian Cox']",,,,Mark Isham,Alex Cross,Kiss the Girls,60527873.0,,1997-10-03 00:00:00,117.0,R,Thriller
6,7,27979700.0,,35000000,"['Tyler Perry', 'Matthew Fox', 'Jean Reno', 'Edward Burns', 'Rachel Nichols', 'John C. McGinley', 'Cicely Tyson']",Rob Cohen,,,John Debney,Alex Cross,Alex Cross,25888412.0,,2012-10-19 00:00:00,101.0,PG-13,Crime
7,8,136126400.0,,130000000,"['Noomi Rapace', 'Michael Fassbender', 'Charlize Theron', 'Idris Elba', 'Guy Pearce', 'Patrick Wilson*']",Ridley Scott,,,Marc Streitenfeld,Alien,Prometheus,126477084.0,,2012-06-08 00:00:00,124.0,R,Sci-Fi
8,9,199701900.0,,,"['Sigourney Weaver', 'Michael Biehn', 'Lance Henriksen', 'Bill Paxton']",James Cameron,James Cameron,,James Horner,Alien,Aliens,85160248.0,,1986-07-18 00:00:00,137.0,R,Sci-Fi
9,10,112472700.0,,60000000,"['Ewen Bremner', 'Sanaa Lathan', 'Lance Henriksen']",Paul W.S. Anderson,Paul W.S. Anderson,,Harald Kloser,Alien,Alien Vs. Predator,80282231.0,,2004-08-13 00:00:00,87.0,PG-13,Sci-Fi
10,11,273633700.0,276500400.0,11000000,"['Ian Holm', 'Sigourney Weaver']",Ridley Scott,,,Jerry Goldsmith,Alien,Alien,78944891.0,80931801.0,1979-05-25 00:00:00,117.0,R,Sci-Fi
11,12,116293900.0,,50000000,"['Sigourney Weaver', 'Lance Henriksen']",David Fincher,,,Elliot Goldenthal,Alien,Alien 3,55473545.0,,1992-05-22 00:00:00,114.0,R,Sci-Fi
12,13,90593100.0,,75000000,"['Sigourney Weaver', 'Winona Ryder']",Jean-Pierre Jeunet,Joss Whedon,,John Frizzell,Alien,Alien Resurrection,47795658.0,,1997-11-26 00:00:00,109.0,R,Sci-Fi
13,14,51534700.0,,,,,,John Davis,Brian Tyler,Alien,Aliens Vs. Predator - Requiem,41797066.0,,2007-12-25 00:00:00,86.0,R,Sci-Fi
15,16,246244100.0,,75000000,"['Christina Applegate (Voice)', 'David Cross', 'Anna Faris (Voice)', 'Jason Lee', 'Zachary Levi', 'Justin Long (Voice)', 'Amy Poehler (Voice)']",Betty Thomas,,,,Alvin and the Chipmunks,Alvin and the Chipmunks: The Squeakquel,219614612.0,,2009-12-23 00:00:00,88.0,PG,Family
16,17,269272300.0,,60000000,"['Jason Lee', 'David Cross', 'Cameron Richardson', 'Justin Long (Voice)', 'Jane Lynch']",Tim Hill,,,Christopher Lennertz,Alvin and the Chipmunks,Alvin and the Chipmunks,217326974.0,,2007-12-14 00:00:00,92.0,PG,Family
17,18,147158100.0,,75000000,"['Jason Lee', 'David Cross', 'Justin Long (Voice)', 'Christina Applegate (Voice)', 'Anna Faris (Voice)']",Mike Mitchell,,Arnon Milchan (executive),Mark Mothersbaugh,Alvin and the Chipmunks,Alvin and the Chipmunks: Chipwrecked,133110742.0,,2011-12-16 00:00:00,87.0,G,Family
19,20,15140000.0,,,,,,,Randy Edelman,Alvin and the Chipmunks,The Chipmunk Adventure,6804312.0,,1987-05-22 00:00:00,76.0,G,Animation
20,21,25731700.0,,,,,,,,American Ninja,American Ninja,10499694.0,,1985-08-30 00:00:00,95.0,R,Action
21,22,8900300.0,,,,,,,,American Ninja,American Ninja 2,4000000.0,,1987-05-01 00:00:00,89.0,R,Action
22,23,1977000.0,,,,,,,,American Ninja,American Ninja 3: Blood Hunt,902152.0,,1989-02-24 00:00:00,90.0,R,Action
23,24,739900.0,,,,,,,,American Ninja,American Ninja 4: The Annihilation,358047.0,,1991-03-08 00:00:00,99.0,R,Action
24,25,223039100.0,,30000000,"['Jason Biggs', 'Shannon Elizabeth', 'Alyson Hannigan', 'Chris Klein', 'Tara Reid', 'Seann William Scott', 'Mena Suvari', 'Eugene Levy', 'Jennifer Coolidge*', 'Adam Brody*', 'Casey Affleck*']",,David H. Steinberg (story),,,American Pie,American Pie 2,145103595.0,,2001-08-10 00:00:00,104.0,R,Comedy
25,26,150865100.0,,55000000,"['Jennifer Coolidge*', 'January Jones']",,,,Christophe Beck,American Pie,American Wedding,104565114.0,,2003-08-01 00:00:00,102.0,R,Comedy
26,27,175645800.0,,11000000,"['Jason Biggs', 'Chris Klein', 'Alyson Hannigan', 'Shannon Elizabeth', 'Tara Reid', 'Seann William Scott', 'Eugene Levy', 'Mena Suvari', 'Jennifer Coolidge*']",,,,,American Pie,American Pie,102561004.0,,1999-07-09 00:00:00,95.0,R,Comedy
27,28,61083800.0,,50000000,"['Jason Biggs', 'Seann William Scott', 'Chris Klein', 'Thomas Ian Nicholas', 'Eddie Kay Thomas', 'Alyson Hannigan', 'Tara Reid', 'Mena Suvari', 'Eugene Levy', 'Natasha Lyonne*', 'Shannon Elizabeth*', 'Jennifer Coolidge*', 'John Cho*']",,,,Lyle Workman,American Pie,American Reunion,57011521.0,,2012-04-06 00:00:00,113.0,R,Comedy
28,29,299585000.0,,,,,,,,Amityville,The Amityville Horror,86432000.0,,1979-07-27 00:00:00,119.0,R,Horror
29,30,88538300.0,,19000000,"['Ryan Reynolds', 'Chloe Moretz']",,,,Steve Jablonsky,Amityville,The Amityville Horror,65233369.0,,2005-04-15 00:00:00,89.0,R,Horror
30,31,37092800.0,,,,,,,,Amityville,Amityville II: The Possession,12534817.0,,1982-09-24 00:00:00,104.0,R,Horror
31,32,17491500.0,,,,,,,,Amityville,Amityville 3-D,6333135.0,,1983-11-18 00:00:00,93.0,PG,Unknown
33,34,283106200.0,,,,,,Michael Tadross,,Arthur,Arthur,95461682.0,,1981-07-17 00:00:00,97.0,PG,Romantic
34,35,36565900.0,,40000000,"['Russell Brand', 'Helen Mirren', 'Jennifer Garner', 'Nick Nolte', 'Greta Gerwig', 'Luis Guzman']",Jason Winer,Peter Baynham,,Theodore Shapiro,Arthur,Arthur,33035397.0,,2011-04-08 00:00:00,110.0,PG-13,Comedy
35,36,31077000.0,,,,,,,,Arthur,Arthur 2: On the Rocks,14681192.0,,1988-07-08 00:00:00,113.0,PG,Romantic
36,37,5121900.0,,20000000,,,,,,Atlas Shrugged Franchise,Atlas Shrugged: Part I,4627375.0,,2011-04-15 00:00:00,102.0,PG-13,Drama
37,38,3605400.0,,,,,,,,Atlas Shrugged Franchise,Atlas Shrugged: Part II,3336053.0,,2012-10-12 00:00:00,112.0,PG-13,Drama
38,39,910300.0,,,,,,,,Atlas Shrugged Franchise,Atlas Shrugged Part III: Who Is John Galt?,846704.0,,2014-09-12 00:00:00,,PG-13,Drama
39,40,319411100.0,,63000000,"['Mike Myers', 'Beyonce Knowles', 'Seth Green', 'Michael Caine', 'Rob Lowe* (Cameo)', 'Tom Cruise* (Cameo)', 'Kevin Spacey* (Cameo)', 'Josh Zuckerman*', 'Danny DeVito* (Cameo)']",Jay Roach,,,,Austin Powers,Austin Powers in Goldmember,213307889.0,,2002-07-26 00:00:00,94.0,PG-13,Comedy
40,41,352863900.0,,33000000,"['Mike Myers', 'Heather Graham', 'Rob Lowe', 'Seth Green', 'Will Ferrell* (Cameo)', 'Tim Robbins* (Cameo)', 'Jennifer Coolidge*']",Jay Roach,,,,Austin Powers,Austin Powers: The Spy Who Shagged Me,206040086.0,,1999-06-11 00:00:00,95.0,PG-13,Comedy
41,42,102133100.0,,16500000,"['Carrie Fisher* (Cameo)', 'Mike Myers', 'Seth Green', 'Will Ferrell*', 'Tom Arnold* (Cameo)']",Jay Roach,,,,Austin Powers,Austin Powers: International Man of Mystery,53883989.0,,1997-05-02 00:00:00,100.0,PG-13,Comedy
42,43,668866600.0,,220000000,"['Robert Downey, Jr.', 'Chris Hemsworth', 'Chris Evans', 'Jeremy Renner', 'Mark Ruffalo', 'Scarlett Johansson', 'Clark Gregg', 'Samuel L. Jackson', 'Cobie Smulders', 'Tom Hiddleston', 'Stellan Skarsgard', 'Gwyneth Paltrow*', 'Paul Bettany* (Voice)']",Joss Whedon,,,Alan Silvestri,Avengers,Marvel's The Avengers,623357910.0,,2012-05-04 00:00:00,142.0,PG-13,Action
43,44,465684200.0,,250000000,"['Robert Downey, Jr.', 'Chris Hemsworth', 'Mark Ruffalo', 'Chris Evans', 'Scarlett Johansson', 'Jeremy Renner', 'Don Cheadle', 'Aaron Johnson', 'Elizabeth Olsen', 'Paul Bettany', 'Cobie Smulders', 'Anthony Mackie', 'Hayley Atwell', 'Idris Elba', 'Stellan Skarsgard', 'James Spader (Voice)', 'Samuel L. Jackson', 'Josh Brolin (Voice)', 'Andy Serkis* (Cameo)']",Joss Whedon,Joss Whedon,,,Avengers,Avengers: Age of Ultron,459005868.0,,2015-05-01 00:00:00,141.0,PG-13,Action
46,47,513740700.0,,19000000,,Robert Zemeckis,,,Alan Silvestri,Back to the Future,Back to the Future,210609762.0,,1985-07-03 00:00:00,111.0,PG,Sci-Fi
47,48,255351700.0,,40000000,,Robert Zemeckis,,,Alan Silvestri,Back to the Future,Back to the Future Part II,118450002.0,,1989-11-22 00:00:00,108.0,PG,Sci-Fi
48,49,180432600.0,,40000000,,Robert Zemeckis,,,Alan Silvestri,Back to the Future,Back to the Future Part III,87727583.0,,1990-05-25 00:00:00,118.0,PG,Western
49,50,199982300.0,,130000000,"['Martin Lawrence', 'Will Smith']",Michael Bay,,Jerry Bruckheimer,Trevor Rabin,Bad Boys,Bad Boys II,138608444.0,,2003-07-18 00:00:00,147.0,R,Action
50,51,131614100.0,,19000000,"['Will Smith', 'Martin Lawrence', 'Tea Leoni']",Michael Bay,,Jerry Bruckheimer,Mark Mancina,Bad Boys,Bad Boys,65807024.0,,1995-04-07 00:00:00,123.0,R,Action
53,54,44610700.0,,35000000,"['Billy Bob Thornton', 'Greg Kinnear', 'Marcia Gay Harden']",Richard Linklater,,,Ed Shearmur,The Bad News Bears,Bad News Bears,32868349.0,,2005-07-22 00:00:00,111.0,PG-13,Sports
54,55,131567400.0,,,,,,,,The Bad News Bears,The Bad News Bears,32211330.0,,1976-04-07 00:00:00,102.0,PG,Sports
55,56,74532700.0,,,,,,,,The Bad News Bears,The Bad News Bears in Breaking Training,19104350.0,,1977-07-29 00:00:00,99.0,PG,Sports
56,57,26369500.0,,,,,,,,The Bad News Bears,The Bad News Bears Go to Japan,7092495.0,,1978-06-02 00:00:00,92.0,PG,Sports
57,58,113463300.0,,12000000,"['Ice Cube', 'Anthony Anderson', 'Cedric the Entertainer', 'Michael Ealy', 'Keith David']",Tim Story,Mark Brown,,Terence Blanchard,Barbershop,Barbershop,75782105.0,,2002-09-13 00:00:00,102.0,PG-13,Comedy
58,59,91218700.0,,30000000,"['Ice Cube', 'Cedric the Entertainer', 'Michael Ealy', 'Queen Latifah']",Kevin Rodney Sullivan,,,,Barbershop,Barbershop 2: Back in Business,65111277.0,,2004-02-06 00:00:00,106.0,PG-13,Comedy
59,60,49338000.0,,,"['Kevin Bacon', 'Queen Latifah', 'Alicia Silverstone', 'Ice Cube* (Cameo)']",Bille Woodruff,Elizabeth Hunter (story),,Christopher Young,Barbershop,Beauty Shop,36351350.0,,2005-03-30 00:00:00,105.0,PG-13,Comedy
61,62,646140500.0,647761600.0,185000000,"['Christian Bale', 'Heath Ledger', 'Aaron Eckhart', 'Morgan Freeman', 'Michael Caine', 'Gary Oldman', 'Maggie Gyllenhaal', 'Eric Roberts', 'Michael Jai White*', 'William Fichtner*', 'Cillian Murphy*']",Christopher Nolan,,,,Batman,The Dark Knight,533345358.0,534858444.0,2008-07-18 00:00:00,150.0,PG-13,Action
62,63,500961700.0,,250000000,"['Christian Bale', 'Michael Caine', 'Anne Hathaway', 'Tom Hardy', 'Gary Oldman', 'Marion Cotillard', 'Joseph Gordon-Levitt', 'Morgan Freeman', 'Matthew Modine', 'Juno Temple*', 'Cillian Murphy*', 'Liam Neeson*', 'Joey King*']",Christopher Nolan,,,Hans Zimmer,Batman,The Dark Knight Rises,448139099.0,,2012-07-20 00:00:00,165.0,PG-13,Action
64,65,547705200.0,,35000000,"['Jack Nicholson', 'Michael Keaton', 'Kim Basinger']",Tim Burton,,Jon Peters,Danny Elfman,Batman,Batman,251188924.0,,1989-06-23 00:00:00,126.0,PG-13,Action
65,66,278703700.0,280320100.0,150000000,"['Christian Bale', 'Michael Caine', 'Liam Neeson', 'Morgan Freeman', 'Gary Oldman', 'Ken Watanabe', 'Katie Holmes', 'Cillian Murphy', 'Tom Wilkinson*', 'Rutger Hauer*', 'Linus Roache*']",Christopher Nolan,,,,Batman,Batman Begins,205343774.0,206852432.0,2005-06-15 00:00:00,140.0,PG-13,Action
66,67,368062200.0,,100000000,"['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey', 'Nicole Kidman', ""Chris O'Donnell"", 'Drew Barrymore*', 'Jon Favreau*']",Joel Schumacher,Akiva Goldsman,Tim Burton,Elliot Goldenthal,Batman,Batman Forever,184031112.0,,1995-06-16 00:00:00,122.0,PG-13,Action
67,68,341358000.0,,80000000,"['Michael Keaton', 'Danny DeVito', 'Michelle Pfeiffer', 'Christopher Walken']",Tim Burton,Daniel Waters,,Danny Elfman,Batman,Batman Returns,162831698.0,,1992-06-19 00:00:00,126.0,PG-13,Action
68,69,203426800.0,,125000000,"['Arnold Schwarzenegger', 'George Clooney', ""Chris O'Donnell"", 'Uma Thurman', 'Alicia Silverstone']",Joel Schumacher,Akiva Goldsman,,Elliot Goldenthal,Batman,Batman and Robin,107325195.0,,1997-06-20 00:00:00,125.0,PG-13,Action
69,70,11751700.0,,,,,,,,Batman,Batman: Mask of the Phantasm,5617391.0,,1993-12-25 00:00:00,76.0,PG,Animation
71,72,8640600.0,,,"['Ethan Hawke', 'Julie Delpy']",Richard Linklater,,,,Before,Before Midnight,8114627.0,,2013-05-24 00:00:00,108.0,R,Drama
72,73,8154500.0,,2700000,"['Ethan Hawke', 'Julie Delpy']",Richard Linklater,Julie Delpy,John Sloss (executive),,Before,Before Sunset,5820649.0,,2004-07-02 00:00:00,80.0,R,Romance
73,74,11070800.0,,2500000,"['Ethan Hawke', 'Julie Delpy']",Richard Linklater,,John Sloss (executive),,Before,Before Sunrise,5535405.0,,1995-01-27 00:00:00,101.0,R,Romance
74,75,184012000.0,,,,,,,,Benji,Benji,39552000.0,,1974-10-25 00:00:00,86.0,G,Family
75,76,49524600.0,,,,,,,,Benji,Benji the Hunted,22257624.0,,1987-06-05 00:00:00,88.0,G,Family
76,77,69178700.0,,,,,,,,Benji,For the Love of Benji,17732000.0,,1977-01-01 00:00:00,85.0,G,Family
77,78,20104000.0,,,,,,,,Benji,"Oh, Heavenly Dog!",6216067.0,,1980-07-11 00:00:00,103.0,PG,Unknown
78,79,5348000.0,,,,,,,,Benji,Benji Off the Leash,3817362.0,,2004-08-20 00:00:00,97.0,PG,Family
79,80,73506500.0,,17000000,"['Morris Chestnut', 'Taye Diggs', 'Regina Hall', 'Terrence Howard', 'Sanaa Lathan', 'Nia Long', 'Harold Perrineau']",Malcolm D. Lee,Malcolm D. Lee,Malcolm D. Lee,,Best Man,The Best Man Holiday,70525195.0,,2013-11-15 00:00:00,122.0,R,Comedy
80,81,58337500.0,,9000000,"['Morris Chestnut', 'Taye Diggs', 'Nia Long', 'Terrence Howard', 'Sanaa Lathan', 'Regina Hall*']",Malcolm D. Lee,Malcolm D. Lee,,,Best Man,The Best Man,34102780.0,,1999-10-22 00:00:00,121.0,R,Comedy
82,83,584205200.0,,,"['Eddie Murphy', 'Damon Wayans*']",Martin Brest,,Jerry Bruckheimer,,Beverly Hills Cop,Beverly Hills Cop,234760478.0,,1984-12-05 00:00:00,105.0,R,Action
83,84,341914500.0,,,"['Eddie Murphy', 'Chris Rock*']",Tony Scott,,Jerry Bruckheimer,,Beverly Hills Cop,Beverly Hills Cop II,153665036.0,,1987-05-20 00:00:00,103.0,R,Action
84,85,88696100.0,,50000000,,John Landis,,,,Beverly Hills Cop,Beverly Hills Cop III,42614912.0,,1994-05-25 00:00:00,105.0,R,Action
86,87,189752700.0,,30000000,"['Martin Lawrence', 'Nia Long', 'Paul Giamatti', 'Terrence Howard', 'Cedric the Entertainer*']",Raja Gosnell,Don Rhymer,,,Big Momma,Big Momma's House,117559438.0,,2000-06-02 00:00:00,98.0,PG-13,Action
87,88,93197500.0,,40000000,"['Martin Lawrence', 'Nia Long', 'Zachary Levi', 'Kat Dennings', 'Chloe Moretz']",John Whitesell,Don Rhymer,,,Big Momma,Big Momma's House 2,70165972.0,,2006-01-27 00:00:00,99.0,PG-13,Action
88,89,41967400.0,,32000000,"['Martin Lawrence', 'Brandon T. Jackson', 'Portia Doubleday', 'Jessica Lucas', 'Ana Ortiz', 'Ken Jeong*']",John Whitesell,,Arnon Milchan (executive),,Big Momma,"Big Mommas: Like Father, Like Son",37915414.0,,2011-02-18 00:00:00,107.0,PG-13,Action
89,90,123309900.0,,54000000,"['Wesley Snipes', 'Donnie Yen']",Guillermo del Toro,David S. Goyer,,Marco Beltrami,Blade,Blade II,82348319.0,,2002-03-22 00:00:00,117.0,R,Action
90,91,130013500.0,,,"['Sanaa Lathan*', 'Wesley Snipes']",,David S. Goyer,,Mark Isham,Blade,Blade,70087718.0,,1998-08-21 00:00:00,120.0,R,Action
91,92,73106800.0,,65000000,"['Wesley Snipes', 'Jessica Biel', 'Ryan Reynolds', 'Parker Posey']",David S. Goyer,David S. Goyer,,Ramin Djawadi,Blade,Blade: Trinity,52411906.0,,2004-12-08 00:00:00,114.0,R,Action
92,93,287645100.0,,110000000,"['Matt Damon', 'Julia Stiles', 'David Strathairn', 'Scott Glenn', 'Paddy Considine*', 'Albert Finney', 'Joan Allen']",Paul Greengrass,,,John Powell,Bourne,The Bourne Ultimatum,227471070.0,,2007-08-03 00:00:00,111.0,PG-13,Action
93,94,246909000.0,,75000000,"['Matt Damon', 'Franka Potente', 'Brian Cox', 'Julia Stiles', 'Karl Urban', 'Joan Allen', 'Michelle Monaghan*', 'Chris Cooper* (Cameo)']",Paul Greengrass,Tony Gilroy,,John Powell,Bourne,The Bourne Supremacy,176241941.0,,2004-07-23 00:00:00,108.0,PG-13,Action
94,95,182178400.0,,60000000,"['Matt Damon', 'Franka Potente', 'Chris Cooper', 'Clive Owen*', 'Brian Cox', 'Gabriel Mann', 'Julia Stiles*']",Doug Liman,,,John Powell,Bourne,The Bourne Identity,121661683.0,,2002-06-14 00:00:00,118.0,PG-13,Action
95,96,126590400.0,,125000000,"['Jeremy Renner', 'Rachel Weisz', 'Edward Norton', 'Oscar Isaac', 'Joan Allen*', 'David Strathairn*', 'Albert Finney*', 'Scott Glenn*']",Tony Gilroy,,,James Newton Howard,Bourne,The Bourne Legacy,113203870.0,,2012-08-10 00:00:00,135.0,PG-13,Action
97,98,109969600.0,,25000000,"['Renee Zellweger', 'Hugh Grant', 'Jim Broadbent', 'Colin Firth']",Sharon Maguire,Andrew Davies,,Patrick Doyle,Bridget Jones's Trilogy,Bridget Jones's Diary,71543427.0,,2001-04-13 00:00:00,97.0,R,Romantic
98,99,56334600.0,,40000000,"['Renee Zellweger', 'Hugh Grant', 'Jim Broadbent', 'Colin Firth']",Beeban Kidron,,,Harry Gregson-Williams,Bridget Jones's Trilogy,Bridget Jones: The Edge of Reason,40226215.0,,2004-11-12 00:00:00,108.0,R,Romantic
100,101,271400000.0,,170000000,"['Chris Evans', 'Scarlett Johansson', 'Samuel L. Jackson', 'Robert Redford', 'Sebastian Stan', 'Anthony Mackie', 'Cobie Smulders', 'Frank Grillo', 'Hayley Atwell', 'Emily VanCamp*', 'Toby Jones*']",,,,Henry Jackman,Captain America,Captain America: The Winter Soldier,259766572.0,,2014-04-04 00:00:00,136.0,PG-13,Action
101,102,193590600.0,,140000000,"['Chris Evans', 'Hugo Weaving', 'Stanley Tucci', 'Tommy Lee Jones', 'Dominic Cooper', 'Neal McDonough', 'Hayley Atwell', 'Sebastian Stan', 'Toby Jones', 'Derek Luke', 'Samuel L. Jackson*']",Joe Johnston,,,Alan Silvestri,Captain America,Captain America: The First Avenger,176654505.0,,2011-07-22 00:00:00,125.0,PG-13,Action
103,104,56206000.0,,2000000,,,,,,Care Bears,The Care Bears Movie,22934622.0,,1985-03-29 00:00:00,77.0,G,Animation
104,105,20027200.0,,,,,,,,Care Bears,The Care Bears Movie 2,8540346.0,,1986-03-07 00:00:00,77.0,G,Animation
105,106,5803000.0,,,,,,,,Care Bears,The Care Bears Movie 3,2608000.0,,1987-08-07 00:00:00,44.0,G,Animation
106,107,324201800.0,,120000000,"['Owen Wilson (Voice)', 'Paul Newman (Voice)', 'Bonnie Hunt (Voice)', 'Larry the Cable Guy (Voice)', 'Michael Keaton* (Voice)']",John Lasseter,,Darla K. Anderson,Randy Newman,Cars,Cars,244082982.0,,2006-06-09 00:00:00,116.0,G,Animation
107,108,208321700.0,,200000000,"['Owen Wilson (Voice)', 'Larry the Cable Guy (Voice)', 'Michael Caine (Voice)', 'Emily Mortimer (Voice)', 'Bonnie Hunt (Voice)', 'Tony Shalhoub (Voice)', 'Cheech Marin (Voice)', 'Jason Isaacs* (Voice)', 'Joe Mantegna* (Voice)']",,,,Michael Giacchino,Cars,Cars 2,191452396.0,,2011-06-24 00:00:00,113.0,G,Animation
109,110,70372000.0,,,,,,,,Child's Play,Child's Play,33244684.0,,1988-11-11 00:00:00,87.0,R,Horror
110,111,59408200.0,,25000000,"['Jennifer Tilly', 'Katherine Heigl']",Ronny Yu,,,Graeme Revell,Child's Play,Bride of Chucky,32383850.0,,1998-10-16 00:00:00,89.0,R,Horror
111,112,58620300.0,,,,,,,Graeme Revell,Child's Play,Child's Play 2,28501605.0,,1990-11-09 00:00:00,84.0,R,Horror
112,113,23933700.0,,12000000,,,,,,Child's Play,Seed of Chucky,17083732.0,,2004-11-12 00:00:00,87.0,R,Horror
113,114,30915500.0,,,,,,,,Child's Play,Child's Play 3,14960255.0,,1991-08-30 00:00:00,90.0,R,Horror
114,115,393033100.0,,180000000,"['Tilda Swinton', 'James McAvoy*', 'Jim Broadbent*', 'Liam Neeson* (Voice)']",Andrew Adamson,,Mark Johnson,Harry Gregson-Williams,The Chronicles of Narnia,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",291710957.0,,2005-12-09 00:00:00,132.0,PG,Fantasy
115,116,171602600.0,,225000000,"['Warwick Davis', 'Peter Dinklage', 'Ben Barnes', 'Georgie Henley', 'Skandar Keynes', 'William Moseley', 'Liam Neeson* (Voice)']",Andrew Adamson,,Mark Johnson,Harry Gregson-Williams,The Chronicles of Narnia,The Chronicles of Narnia: Prince Caspian,141621490.0,,2008-05-16 00:00:00,140.0,PG,Fantasy
116,117,113379100.0,,155000000,"['Ben Barnes', 'Tilda Swinton*', 'Liam Neeson* (Voice)', 'Simon Pegg* (Voice)']",Michael Apted,,,David Arnold,The Chronicles of Narnia,The Chronicles of Narnia: The Voyage of the Dawn Treader,104386950.0,,2010-12-10 00:00:00,112.0,PG,Fantasy
117,118,117081500.0,,,,,,,,Conan,Conan the Barbarian,39565475.0,,1982-05-14 00:00:00,129.0,R,Action
118,119,80376700.0,,,,,,,,Conan,Conan the Destroyer,31042035.0,,1984-06-29 00:00:00,103.0,PG,Action
119,120,22985900.0,,90000000,"['Jason Momoa', 'Stephen Lang', 'Rachel Nichols', 'Ron Perlman', 'Rose McGowan']",Marcus Nispel,,,Tyler Bates,Conan,Conan the Barbarian,21295021.0,,2011-08-19 00:00:00,112.0,R,Action
120,121,401961400.0,,,,,,,,Crocodile Dundee,Crocodile Dundee,174803506.0,,1986-09-26 00:00:00,93.0,PG-13,Adventure
121,122,231378100.0,,,,,,,,Crocodile Dundee,Crocodile Dundee II,109306210.0,,1988-05-25 00:00:00,110.0,PG,Adventure
122,123,39404700.0,,,,,,,,Crocodile Dundee,Crocodile Dundee in Los Angeles,25635682.0,,2001-04-20 00:00:00,94.0,PG,Comedy
123,124,1621200.0,647761600.0,,,,,,,The Dark Knight Trilogy,The Dark Knight,1513086.0,534858444.0,2012-07-19 00:00:00,150.0,PG-13,Action
124,125,1616400.0,280320100.0,,,,,,,The Dark Knight Trilogy,Batman Begins,1508658.0,206852432.0,2012-07-19 00:00:00,140.0,PG-13,Action
125,126,302159400.0,,225000000,"['Henry Cavill', 'Amy Adams', 'Michael Shannon', 'Kevin Costner', 'Diane Lane', 'Laurence Fishburne', 'Ayelet Zurer', 'Russell Crowe', 'Christopher Meloni']",Zack Snyder,,,Hans Zimmer,DC Extended Universe,Man of Steel,291045518.0,,2013-06-14 00:00:00,143.0,PG-13,Action
137,138,407978700.0,,76000000,"['Steve Carell (Voice)', 'Kristen Wiig (Voice)', 'Benjamin Bratt (Voice)', 'Russell Brand (Voice)', 'Ken Jeong (Voice)', 'Steve Coogan (Voice)']",,,,Heitor Pereira,Despicable Me,Despicable Me 2,368061265.0,,2013-07-03 00:00:00,98.0,PG,Animation
138,139,354213900.0,,74000000,"['Sandra Bullock (Voice)', 'Jon Hamm (Voice)', 'Michael Keaton (Voice)', 'Allison Janney (Voice)', 'Steve Coogan (Voice)']",Pierre Coffin,Brian Lynch,,Heitor Pereira,Despicable Me,Minions,336045770.0,,2015-07-10 00:00:00,91.0,PG,Animation
139,140,283571800.0,,69000000,"['Steve Carell (Voice)', 'Jason Segel (Voice)', 'Russell Brand (Voice)', 'Kristen Wiig* (Voice)', 'Will Arnett* (Voice)', 'Jemaine Clement* (Voice)', 'Danny McBride* (Voice)', 'Julie Andrews* (Voice)', 'Jack McBrayer* (Voice)', 'Mindy Kaling* (Voice)']",,,,Heitor Pereira,Despicable Me,Despicable Me,251513985.0,,2010-07-09 00:00:00,95.0,PG,Animation
141,142,8484700.0,,,,,,,,Dhoom,Dhoom 3,8031955.0,,2013-12-20 00:00:00,172.0,Unknown,Foreign
142,143,3506500.0,,,,,,,,Dhoom,Dhoom 2,2643586.0,,2006-11-23 00:00:00,152.0,Unknown,Foreign
144,145,70041700.0,,15000000,"['Zachary Gordon', 'Chloe Moretz', 'Steve Zahn', 'Rachael Harris', 'Devon Bostick']",Thor Freudenthal,,Nina Jacobson,Theodore Shapiro,Diary of a Wimpy Kid,Diary of a Wimpy Kid,64003625.0,,2010-03-19 00:00:00,120.0,PG,Comedy
145,146,57657000.0,,21000000,"['Zachary Gordon', 'Devon Bostick', 'Steve Zahn', 'Rachael Harris']",David Bowers,,Nina Jacobson,Ed Shearmur,Diary of a Wimpy Kid,Diary of a Wimpy Kid: Rodrick Rules,52698535.0,,2011-03-25 00:00:00,96.0,PG,Comedy
