,domestic total adj gross(2016),domestic lifetime adj gross(2016),budget,actors,director,writer,producer,composer,series,movie title,domestic total gross,domestic lifetime,release date,runtime (mins),rating,genre
307,238107800,,165000000,"['Jay Baruchel (Voice)', 'Gerard Butler (Voice)', 'America Ferrera (Voice)', 'Jonah Hill (Voice)', 'TJ Miller (Voice)', 'Kristen Wiig (Voice)', 'Christopher Mintz-Plasse (Voice)']",,,,John Powell,How to Train Your Dragon,How to Train Your Dragon,217581231,,2010-03-26 00:00:00,98,PG,Animation
308,187033300,,145000000,"['Jay Baruchel (Voice)', 'Gerard Butler (Voice)', 'Craig Ferguson (Voice)', 'America Ferrera (Voice)', 'Jonah Hill (Voice)', 'Christopher Mintz-Plasse (Voice)', 'TJ Miller (Voice)', 'Kristen Wiig (Voice)', 'Kit Harington (Voice)', 'Cate Blanchett (Voice)', 'Djimon Hounsou (Voice)']",Dean DeBlois,Dean DeBlois,,John Powell,How to Train Your Dragon,How to Train Your Dragon 2,177002924,,2014-06-13 00:00:00,105,PG,Animation
309,,,,,,,,,How to Train Your Dragon,How to Train Your Dragon 3,,,2018-06-29 00:00:00,,Not Yet Rated,Animation
316,264125800,,59000000,"['Cedric the Entertainer', 'Ray Romano (Voice)', 'Denis Leary (Voice)', 'John Leguizamo (Voice)', 'Jack Black* (Voice)', 'Goran Visnjic* (Voice)']",,,Christopher Meledandri (executive),,Ice Age,Ice Age,176387405,,2002-03-15 00:00:00,81,PG,Animation
318,,,,"['Adam DeVine', 'Max Greenfield', 'Nick Offerman', 'Ray Romano (Voice)', 'Denis Leary (Voice)', 'John Leguizamo (Voice)', 'Queen Latifah (Voice)', 'Seann William Scott (Voice)', 'Josh Peck (Voice)', 'Simon Pegg (Voice)', 'Keke Palmer (Voice)', 'Wanda Sykes (Voice)', 'Jennifer Lopez (Voice)']",Mike Thurmeier,,,,Ice Age,Ice Age: Collision Course,,,2016-07-22 00:00:00,,Not Yet Rated,Animation
317,180303500,,95000000,"['Ray Romano (Voice)', 'Queen Latifah (Voice)', 'Denis Leary (Voice)', 'John Leguizamo (Voice)', 'Jennifer Lopez (Voice)', 'Josh Peck* (Voice)', 'Seann William Scott* (Voice)', 'Alan Tudyk* (Voice)', 'Nick Frost* (Voice)', 'Aziz Ansari* (Voice)', 'Nicki Minaj* (Voice)', 'Rebel Wilson* (Voice)']",,,John C. Donkin,John Powell,Ice Age,Ice Age: Continental Drift,161321843,,2012-07-13 00:00:00,94,PG,Animation
314,229214400,,90000000,"['Ray Romano (Voice)', 'John Leguizamo (Voice)', 'Denis Leary (Voice)', 'Queen Latifah (Voice)', 'Simon Pegg (Voice)', 'Kristen Wiig* (Voice)', 'Joey King*']",Carlos Saldanha,Yoni Brenner,John C. Donkin,John Powell,Ice Age,Ice Age: Dawn of the Dinosaurs,196573705,,2009-07-01 00:00:00,87,PG,Animation
315,259446800,,80000000,"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Queen Latifah']",Carlos Saldanha,,,John Powell,Ice Age,Ice Age: The Meltdown,195330621,,2006-03-31 00:00:00,90,PG,Animation
319,384231200,,185000000,"['Harrison Ford', 'Cate Blanchett', 'Karen Allen', 'Shia LaBeouf', 'Ray Winstone', 'John Hurt', 'Jim Broadbent*']",Steven Spielberg,,,John Williams,Indiana Jones,Indiana Jones and the Kingdom of the Crystal Skull,317101119,,2008-05-22 00:00:00,120,PG-13,Period Adventure
321,429923500,,48000000,"['Sean Connery', 'Harrison Ford']",Steven Spielberg,George Lucas (story),,John Williams,Indiana Jones,Indiana Jones and the Last Crusade,197171806,,1989-05-24 00:00:00,127,PG-13,Period Adventure
320,671980400,770183000,18000000,"['Harrison Ford', 'Alfred Molina*']",Steven Spielberg,,,John Williams,Indiana Jones,Raiders of the Lost Ark,212222025,248159971,1981-06-12 00:00:00,115,PG,Period Adventure
322,,,,,Steven Spielberg,,,,Indiana Jones,Untitled Indiana Jones,,,2019-07-19 00:00:00,,Unknown,Adventure
324,58304900,,1500000,"['Patrick Wilson', 'Rose Byrne', 'Barbara Hershey']",James Wan,Leigh Whannell,,Joseph Bishara,Insidious,Insidious,54009150,,2011-04-01 00:00:00,98,PG-13,Horror
323,91346300,,5000000,"['Rose Byrne', 'Patrick Wilson']",James Wan,Leigh Whannell,,Joseph Bishara,Insidious,Insidious Chapter 2,83586447,,2013-09-13 00:00:00,105,PG-13,Horror
325,55066800,,10000000,,Leigh Whannell,Leigh Whannell,,Joseph Bishara,Insidious,Insidious Chapter 3,52218558,,2015-06-05 00:00:00,97,PG-13,Horror
159,135522700,,110000000,"['Shailene Woodley', 'Theo James', 'Kate Winslet', 'Octavia Spencer', 'Jai Courtney', 'Ray Stevenson', 'Miles Teller', 'Ansel Elgort', 'Maggie Q', 'Mekhi Phifer', 'Naomi Watts']",Robert Schwentke,,,,Insurgent (2015) - Box Office Mojo,The Divergent Series: Insurgent,130179072,,2015-03-20 00:00:00,119,PG-13,Action / Adventure
327,227700,,,,,,,,Ip Man Franchise,Ip Man 2: Legend of the Grandmaster,205675,,2011-01-28 00:00:00,107,R,Foreign / Action
326,2679400,,,"['Mike Tyson', 'Donnie Yen']",,,,,Ip Man Franchise,Ip Man 3,2679437,,2016-01-22 00:00:00,105,PG-13,Action
328,41000,,,,,,,,Ip Man Franchise,Ip Man: The Final Fight,37884,,2013-09-20 00:00:00,102,PG-13,Foreign / Action
331,5277900,,,,,,,,Iron Eagle,Aces: Iron Eagle III,2517600,,1992-06-12 00:00:00,98,R,Action
329,56655200,,,,Sidney J. Furie,,,,Iron Eagle,Iron Eagle,24159872,,1986-01-17 00:00:00,117,PG-13,Action
330,22220600,,,,,,,,Iron Eagle,Iron Eagle II,10497324,,1988-11-11 00:00:00,102,PG,Unknown
333,385808100,,140000000,"['Robert Downey, Jr.', 'Terrence Howard', 'Gwyneth Paltrow', 'Jeff Bridges', 'Clark Gregg', 'Paul Bettany* (Voice)', 'Jon Favreau*', 'Samuel L. Jackson* (Cameo)']",Jon Favreau,,,Ramin Djawadi,Iron Man,Iron Man,318412101,,2008-05-02 00:00:00,126,PG-13,Action / Adventure
334,341908200,,200000000,"['Robert Downey, Jr.', 'Don Cheadle', 'Scarlett Johansson', 'Gwyneth Paltrow', 'Sam Rockwell', 'Mickey Rourke', 'Samuel L. Jackson', 'Clark Gregg', 'John Slattery', 'Garry Shandling', 'Paul Bettany* (Voice)', 'Kate Mara*', 'Jon Favreau*']",Jon Favreau,,,John Debney,Iron Man,Iron Man 2,312433331,,2010-05-07 00:00:00,125,PG-13,Action / Adventure
332,424632700,,200000000,"['Robert Downey, Jr.', 'Gwyneth Paltrow', 'Don Cheadle', 'Guy Pearce', 'Rebecca Hall', 'James Badge Dale', 'Jon Favreau', 'Ben Kingsley', 'Paul Bettany* (Voice)', 'Mark Ruffalo* (Cameo)']",Shane Black,,,Brian Tyler,Iron Man,Iron Man 3,409013994,,2013-05-03 00:00:00,129,PG-13,Action / Adventure
335,254314200,,62000000,"['Harrison Ford', 'Willem Dafoe', 'Benjamin Bratt*', 'Thora Birch*', 'Clark Gregg*']",Phillip Noyce,Steven Zaillian,,James Horner,Jack Ryan,Clear and Present Danger,122187717,,1994-08-05 00:00:00,141,PG-13,Action Thriller
339,55274300,,60000000,"['Chris Pine', 'Keira Knightley', 'Kevin Costner', 'Kenneth Branagh']",Kenneth Branagh,,,Patrick Doyle,Jack Ryan,Jack Ryan: Shadow Recruit,50577412,,2014-01-17 00:00:00,100,PG-13,Action Thriller
338,174737100,,45000000,"['Harrison Ford', 'Anne Archer', 'Patrick Bergin', 'Sean Bean', 'Thora Birch', 'Samuel L. Jackson*']",Phillip Noyce,,,James Horner,Jack Ryan,Patriot Games,83351587,,1992-06-05 00:00:00,116,R,Action Thriller
336,250948000,,30000000,"['Sean Connery', 'Alec Baldwin', 'Stellan Skarsgard*']",John McTiernan,,,,Jack Ryan,The Hunt for Red October,122012643,,1990-03-02 00:00:00,134,PG,Action Thriller
337,178053600,,68000000,"['Ben Affleck', 'Morgan Freeman', 'Bridget Moynahan', 'Liev Schreiber*']",,,,Jerry Goldsmith,Jack Ryan,The Sum of All Fears,118907036,,2002-05-31 00:00:00,118,PG-13,Action Thriller
340,127328100,,20000000,,Jeff Tremaine,,,,Jackass,Jackass 3-D,117229692,,2010-10-15 00:00:00,94,R,Comedy
341,106328300,,15000000,,Jeff Tremaine,,,,Jackass,Jackass Presents: Bad Grandpa,102003019,,2013-10-25 00:00:00,93,R,Comedy
342,96667900,,11500000,,Jeff Tremaine,Spike Jonze,,,Jackass,Jackass: Number Two,72778712,,2006-09-22 00:00:00,95,R,Comedy
343,96200300,,5000000,,Jeff Tremaine,,,,Jackass,Jackass: The Movie,64255312,,2002-10-25 00:00:00,80,R,Comedy
357,123338900,,,,,Michael G. Wilson,Michael G. Wilson,,James Bond,A View to a Kill,50327960,,1985-05-24 00:00:00,131,PG,Action
347,221229500,,150000000,"['Daniel Craig', 'Judi Dench', 'Eva Green', 'Jeffrey Wright', 'Mads Mikkelsen', 'Caterina Murino']",Martin Campbell,,,David Arnold,James Bond,Casino Royale,167445960,,2006-11-17 00:00:00,144,PG-13,Action
359,231048500,,,,,,,,James Bond,Diamonds Are Forever,43819547,,1971-12-17 00:00:00,120,GP,Action
348,239981100,,142000000,"['Rosamund Pike', 'Pierce Brosnan', 'Halle Berry', 'Judi Dench', 'Madonna* (Cameo)']",Lee Tamahori,,,David Arnold,James Bond,Die Another Day,160942139,,2002-11-22 00:00:00,123,PG-13,Action
365,164450800,,,,,,,,James Bond,Dr. No,16067035,,1963-05-08 00:00:00,110,PG,Action
362,231969700,,,,,,,,James Bond,"From Russia, with Love",24796765,,1964-04-08 00:00:00,115,GP,Action
351,212314300,,,"['Pierce Brosnan', 'Sean Bean', 'Izabella Scorupco', 'Famke Janssen', 'Joe Don Baker', 'Judi Dench']",Martin Campbell,,,,James Bond,GoldenEye,106429941,,1995-11-17 00:00:00,130,PG-13,Action
356,576810000,,,,,,,,James Bond,Goldfinger,51081062,,1964-12-22 00:00:00,108,GP,Action
361,,,,,,,,,James Bond,Live and Let Die,35377836,,1973-06-27 00:00:00,121,PG,Action
352,243697400,,,,,,Michael G. Wilson (executive),,James Bond,Moonraker,70308099,,1979-06-29 00:00:00,126,PG,Action
353,187515700,,,,,Michael G. Wilson,Michael G. Wilson (executive),,James Bond,Octopussy,67893619,,1983-06-10 00:00:00,131,PG,Action
363,139533900,,,,,,,,James Bond,On Her Majesty's Secret Service,22774493,,1969-12-18 00:00:00,142,M/PG,Action
346,204011900,,200000000,"['Mathieu Amalric', 'Daniel Craig', 'Olga Kurylenko', 'Judi Dench', 'Gemma Arterton', 'Jeffrey Wright']",Marc Forster,,,David Arnold,James Bond,Quantum of Solace,168368427,,2008-11-14 00:00:00,106,PG-13,Action
344,329225400,,200000000,"['Daniel Craig', 'Judi Dench', 'Javier Bardem', 'Ralph Fiennes', 'Naomie Harris', 'Berenice Marlohe', 'Ben Whishaw', 'Albert Finney']",Sam Mendes,,,Thomas Newman,James Bond,Skyfall,304360277,,2012-11-09 00:00:00,143,PG-13,Action
345,200074200,,245000000,"['Daniel Craig', 'Christoph Waltz', 'Ralph Fiennes', 'Dave Bautista', 'Monica Bellucci', 'Lea Seydoux', 'Ben Whishaw', 'Naomie Harris']",Sam Mendes,John Logan,,Thomas Newman,James Bond,Spectre,,,2015-11-06 00:00:00,148,PG-13,Action
355,,,,,,Michael G. Wilson,Michael G. Wilson,,James Bond,The Living Daylights,51185897,,1987-07-31 00:00:00,131,PG,Action
364,97570300,,,,,,,,James Bond,The Man with the Golden Gun,20972000,,1974-12-18 00:00:00,125,PG,Action
358,182733800,,,,,,,,James Bond,The Spy Who Loved Me,46838673,,1977-07-13 00:00:00,125,PG,Action
349,216228100,,135000000,"['Pierce Brosnan', 'Judi Dench', 'Denise Richards']",Michael Apted,,,David Arnold,James Bond,The World Is Not Enough,126943684,,1999-11-19 00:00:00,128,PG-13,Action
354,650760000,,,,,,,,James Bond,Thunderball,63595658,,1965-12-21 00:00:00,129,PG,Action
350,234127300,,,"['Pierce Brosnan', 'Jonathan Pryce', 'Michelle Yeoh', 'Teri Hatcher', 'Judi Dench', 'Gerard Butler*']",,,,David Arnold,James Bond,Tomorrow Never Dies,125304276,,1997-12-19 00:00:00,119,PG-13,Action
360,312364700,,,,,,,,James Bond,You Only Live Twice,43084787,,1967-06-13 00:00:00,117,PG,Action
366,,,7000000,,Steven Spielberg,,,John Williams,Jaws,Jaws,260000000,,1975-06-20 00:00:00,125,PG,Horror Thriller
367,13029700,302052900,,,,,,,Jaws,Jaws 2,4028735,81766007,1980-02-15 00:00:00,117,PG,Unknown
369,749990800,799721000,63000000,"['Sam Neill', 'Jeff Goldblum', 'Laura Dern', 'Richard Attenborough', 'Samuel L. Jackson*']",Steven Spielberg,David Koepp,,John Williams,Jurassic Park,Jurassic Park,357067947,402453882,1993-06-11 00:00:00,127,PG-13,Sci-Fi Horror
371,278479700,,93000000,"['Sam Neill', 'William H. Macy', 'Tea Leoni', 'Laura Dern']",Joe Johnston,Alexander Payne,,,Jurassic Park,Jurassic Park III,181171875,,2001-07-18 00:00:00,92,PG-13,Sci-Fi Horror
368,687728000,,150000000,"['Nick Robinson', 'Chris Pratt', 'Bryce Dallas Howard', 'Jake Johnson', ""Vincent D'Onofrio"", 'Irrfan Khan', 'Judy Greer']",Colin Trevorrow,,,Michael Giacchino,Jurassic Park,Jurassic World,652270625,,2015-06-12 00:00:00,124,PG-13,Sci-Fi Horror
372,,,,"['Bryce Dallas Howard', 'Chris Pratt']",,,,,Jurassic Park,Jurassic World Sequel,,,2018-06-22 00:00:00,,Not Yet Rated,Action / Adventure
370,434216600,,73000000,"['Jeff Goldblum', 'Julianne Moore', 'Vince Vaughn']",Steven Spielberg,David Koepp,,John Williams,Jurassic Park,The Lost World: Jurassic Park,229086679,,1997-05-23 00:00:00,129,PG-13,Sci-Fi Horror
375,,,,,,,,,Kingsman Franchise,Kingsman The Golden Circle,,,2017-06-16 00:00:00,,Unknown,Action Comedy
374,,,81000000,"['Sofia Boutella', 'Colin Firth', 'Samuel L. Jackson', 'Michael Caine', 'Taron Egerton', 'Mark Strong', 'Sophie Cookson', 'Mark Hamill']",Matthew Vaughn,,Matthew Vaughn,Henry Jackman,Kingsman Franchise,Kingsman: The Secret Service,128261724,,2015-02-13 00:00:00,129,R,Action / Adventure
376,261041900,,130000000,"['Jack Black (Voice)', 'Dustin Hoffman (Voice)', 'Angelina Jolie (Voice)', 'Ian McShane (Voice)', 'Jackie Chan (Voice)', 'Seth Rogen (Voice)', 'Lucy Liu (Voice)', 'David Cross (Voice)', 'Dan Fogler* (Voice)', 'Michael Clarke Duncan* (Voice)']",,,,,Kung Fu Panda,Kung Fu Panda,215434591,,2008-06-06 00:00:00,91,PG,Animation
377,178534600,,150000000,"['Jack Black (Voice)', 'Angelina Jolie (Voice)', 'Dustin Hoffman (Voice)', 'Jackie Chan (Voice)', 'Seth Rogen (Voice)', 'Lucy Liu (Voice)', 'David Cross (Voice)', 'Gary Oldman (Voice)', 'Michelle Yeoh (Voice)', 'Jean-Claude Van Damme (Voice)']",Jennifer Yuh Nelson,,,,Kung Fu Panda,Kung Fu Panda 2,165249063,,2011-05-26 00:00:00,91,PG,Animation
378,141314600,,,"['Jack Black (Voice)', 'Jackie Chan (Voice)', 'Bryan Cranston (Voice)', 'David Cross (Voice)', 'Dustin Hoffman (Voice)', 'Kate Hudson (Voice)', 'Angelina Jolie (Voice)', 'Lucy Liu (Voice)', 'Seth Rogen (Voice)']",,,,Hans Zimmer,Kung Fu Panda,Kung Fu Panda 3,,,2016-01-29 00:00:00,95,PG,Animation
380,,,,,,,,,LEGO,Ninjago,,,2017-09-22 00:00:00,,Not Yet Rated,Animation
382,,,,,Jason Segel,,,,LEGO,The Billion Brick Race,,,2019-05-24 00:00:00,,Not Yet Rated,Animation
379,281142800,,60000000,"['Anthony Daniels* (Voice)', 'Keegan-Michael Key', 'Chris Pratt (Voice)', 'Will Arnett (Voice)', 'Elizabeth Banks (Voice)', 'Channing Tatum (Voice)', 'Will Ferrell (Voice)', 'Liam Neeson (Voice)', 'Jonah Hill (Voice)', 'Charlie Day (Voice)', 'Alison Brie (Voice)', 'Morgan Freeman (Voice)', 'Nick Offerman (Voice)', 'Cobie Smulders (Voice)']",,,,Mark Mothersbaugh,LEGO,The LEGO Movie,257760692,,2014-02-07 00:00:00,100,PG,Animation
381,,,,,,,,,LEGO,The LEGO Movie Sequel,,,2018-05-18 00:00:00,,Not Yet Rated,Animation
386,145090000,,,"['Mel Gibson', 'Danny Glover']",Richard Donner,Shane Black,Joel Silver,Michael Kamen,Lethal Weapon,Lethal Weapon,65207127,,1987-03-06 00:00:00,110,R,Action Comedy
383,322697700,,,"['Mel Gibson', 'Danny Glover']",Richard Donner,Shane Black,Joel Silver,Michael Kamen,Lethal Weapon,Lethal Weapon 2,147253986,,1989-07-07 00:00:00,113,R,Action Comedy
384,303413100,,35000000,"['Mel Gibson', 'Danny Glover', 'Rene Russo']",Richard Donner,Robert Mark Kamen,Joel Silver,Michael Kamen,Lethal Weapon,Lethal Weapon 3,144731527,,1992-05-15 00:00:00,118,R,Action Comedy
385,241976100,,140000000,"['Mel Gibson', 'Danny Glover', 'Rene Russo', 'Chris Rock', 'Jet Li']",Richard Donner,Alfred Gough & Miles Millar* (Story),,Michael Kamen,Lethal Weapon,Lethal Weapon 4,130444603,,1998-07-10 00:00:00,127,R,Action Comedy
387,303130100,,,"['John Travolta', 'Bruce Willis (Voice)']",Amy Heckerling,,,David Kitay,Look Who's Talking,Look Who's Talking,140088813,,1989-10-13 00:00:00,93,PG-13,Family Comedy
389,21729500,,,"['John Travolta', 'Kirstie Alley', 'Danny DeVito (Voice)', 'Diane Keaton (Voice)', 'Olympia Dukakis']",Tom Ropelewski,Leslie Dixon,Leslie Dixon (executive),William Ross,Look Who's Talking,Look Who's Talking Now,10340263,,1993-11-05 00:00:00,95,PG-13,Family Comedy
388,98567700,,,"['John Travolta', 'Bruce Willis (Voice)', 'Damon Wayans* (Voice)']",Amy Heckerling,,,David Kitay,Look Who's Talking,Look Who's Talking Too,47789074,,1990-12-14 00:00:00,96,PG-13,Comedy
397,28299300,,,,George Miller,George Miller,,,Mad Max,Mad Max,8750000,,1980-03-21 00:00:00,94,R,Sci-Fi Action
395,88789500,,,,George Miller,George Miller,George Miller,,Mad Max,Mad Max Beyond Thunderdome,36230219,,1985-07-12 00:00:00,107,PG-13,Sci-Fi Adventure
394,157506300,,150000000,"['Riley Keough', 'Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Rosie Huntington-Whiteley']",George Miller,,George Miller,,Mad Max,Mad Max: Fury Road,153636354,,2015-05-15 00:00:00,120,R,Sci-Fi Action
396,70037700,,,,George Miller,George Miller,,,Mad Max,The Road Warrior,23667907,,1982-05-21 00:00:00,96,R,Sci-Fi Action
399,262758400,,,"['Ben Stiller (Voice)', 'Chris Rock (Voice)', 'David Schwimmer (Voice)', 'Jada Pinkett-Smith (Voice)', 'Cedric the Entertainer (Voice)', 'Sacha Baron Cohen (Voice)', 'Tom McGrath* (Voice)']",,,Mireille Soria,,Madagascar,Madagascar,193595521,,2005-05-27 00:00:00,86,PG,Animation
398,234088000,,145000000,"['Ben Stiller (Voice)', 'Chris Rock (Voice)', 'David Schwimmer (Voice)', 'Jada Pinkett-Smith (Voice)', 'Sacha Baron Cohen (Voice)', 'Cedric the Entertainer (Voice)', 'Andy Richter (Voice)', 'Jessica Chastain (Voice)', 'Frances McDormand (Voice)', 'Bryan Cranston (Voice)', 'Martin Short (Voice)']",,,,Hans Zimmer,Madagascar,Madagascar 3: Europe's Most Wanted,216391482,,2012-06-08 00:00:00,93,PG,Animation
402,,,,,Mireille Soria,Noah Baumbach,,,Madagascar,Madagascar 4  - Box Office Mojo,,,TBD,,Not Yet Rated,Animation
400,218119100,,150000000,"['Ben Stiller (Voice)', 'Chris Rock (Voice)', 'David Schwimmer (Voice)', 'Jada Pinkett-Smith (Voice)', 'Sacha Baron Cohen (Voice)', 'Cedric the Entertainer (Voice)', 'Andy Richter (Voice)', 'Bernie Mac (Voice)', 'Alec Baldwin (Voice)', 'Tom McGrath* (Voice)', 'Zachary Gordon* (Voice)']",,,,Hans Zimmer,Madagascar,Madagascar: Escape 2 Africa,180010950,,2008-11-07 00:00:00,89,PG,Animation
401,87721800,,132000000,"['Benedict Cumberbatch (Voice)', 'Ken Jeong (Voice)', 'John Malkovich (Voice)', 'Peter Stormare (Voice)']",,,,Lorne Balfe,Madagascar,Penguins of Madagascar,83350911,,2014-11-26 00:00:00,92,PG,Animation
409,,,,"['Tyler Perry', 'Bella Thorne']",Tyler Perry,Tyler Perry,,,Madea,Boo! A Madea Halloween,,,2016-10-21 00:00:00,,Not Yet Rated,Horror Comedy
407,55574000,,,,Tyler Perry,Tyler Perry,Tyler Perry,Christopher Young,Madea,Tyler Perry's A Madea Christmas,52543354,,2013-12-13 00:00:00,105,PG-13,Comedy
408,68722000,,5500000,"['Tyler Perry', 'Kimberly Elise']",,Tyler Perry,Tyler Perry (executive),,Madea,Tyler Perry's Diary of a Mad Black Woman,50633099,,2005-02-25 00:00:00,116,PG-13,Comedy / Drama
403,109668900,,,"['Tyler Perry', 'Derek Luke', 'Viola Davis']",Tyler Perry,Tyler Perry,Tyler Perry,Aaron Zigman,Madea,Tyler Perry's Madea Goes to Jail,90508336,,2009-02-20 00:00:00,103,PG-13,Comedy
406,57588400,,,"['Bow Wow', 'Tyler Perry']",Tyler Perry,Tyler Perry,Ozzie Areu,Aaron Zigman,Madea,Tyler Perry's Madea's Big Happy Family,53345287,,2011-04-22 00:00:00,105,PG-13,Comedy
405,84022000,,6000000,"['Tyler Perry', 'Boris Kodjoe', 'Keke Palmer']",Tyler Perry,Tyler Perry,Tyler Perry (executive),,Madea,Tyler Perry's Madea's Family Reunion,63257940,,2006-02-24 00:00:00,107,PG-13,Comedy
404,73416900,,20000000,"['Tyler Perry', 'Eugene Levy', 'Denise Richards', 'Tom Arnold']",Tyler Perry,Tyler Perry,,Aaron Zigman,Madea,Tyler Perry's Madea's Witness Protection,65653242,,2012-06-29 00:00:00,114,PG-13,Comedy
410,109127300,,,"['Tom Berenger', 'Charlie Sheen', 'Rene Russo', 'Wesley Snipes']",,,Joe Roth (Co-producer),,Major League,Major League,49797148,,1989-04-07 00:00:00,107,R,Sports Comedy
411,63743500,,,"['Charlie Sheen', 'Tom Berenger', 'Omar Epps']",David S. Ward,,,,Major League,Major League II,30626182,,1994-04-01 00:00:00,105,PG,Sports Comedy
412,6626900,,,,,,,,Major League,Major League: Back to the Minors,3572443,,1998-04-17 00:00:00,100,PG-13,Sports Comedy
416,189904700,,130000000,"['Chris Evans*', 'Judy Greer', 'Anthony Mackie*', 'Paul Rudd', 'Michael Douglas', 'Evangeline Lilly', 'Corey Stoll', 'John Slattery', 'Bobby Cannavale', 'Michael Pena', 'T.I.']",Peyton Reed,,Kevin Feige,Christophe Beck,Marvel Cinematic Universe,Ant-Man,180202163,,2015-07-17 00:00:00,117,PG-13,Action / Adventure
423,,,,"['Evangeline Lilly', 'Paul Rudd']",Peyton Reed,,,,Marvel Cinematic Universe,Ant-Man and the Wasp,,,2018-07-06 00:00:00,,Unknown,Action
422,,,,,Ryan Coogler,,Kevin Feige,,Marvel Cinematic Universe,Black Panther,,,2018-02-16 00:00:00,,Not Yet Rated,Action / Adventure
424,,,,,,,Kevin Feige,,Marvel Cinematic Universe,Captain Marvel,,,2019-03-08 00:00:00,,Not Yet Rated,Action / Adventure
418,,,,"['Benedict Cumberbatch', 'Chiwetel Ejiofor', 'Rachel McAdams', 'Mads Mikkelsen', 'Michael Stuhlbarg', 'Tilda Swinton']",Scott Derrickson,,Kevin Feige,,Marvel Cinematic Universe,Doctor Strange,,,2016-11-04 00:00:00,,Not Yet Rated,Action / Adventure
413,358244800,,170000000,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista', 'Vin Diesel (Voice)', 'Bradley Cooper (Voice)', 'Lee Pace', 'Karen Gillan', 'Djimon Hounsou', 'John C. Reilly', 'Glenn Close', 'Benicio Del Toro', 'Josh Brolin*']",James Gunn,,,Tyler Bates,Marvel Cinematic Universe,Guardians of the Galaxy,333176600,,2014-08-01 00:00:00,121,PG-13,Action / Adventure
419,,,,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista', 'Vin Diesel (Voice)', 'Bradley Cooper (Voice)', 'Karen Gillan', 'Elizabeth Debicki', 'Kurt Russell']",James Gunn,James Gunn,Kevin Feige,Tyler Bates,Marvel Cinematic Universe,Guardians of the Galaxy Vol. 2,,,2017-05-05 00:00:00,,Not Yet Rated,Action / Adventure
425,,,,,,,Kevin Feige,,Marvel Cinematic Universe,Inhumans,,,2019-07-12 00:00:00,,Not Yet Rated,Action / Adventure
420,,,,"['Tom Holland', 'Marisa Tomei']",Jon Watts,,,,Marvel Cinematic Universe,Spider-Man: Homecoming,,,2017-07-07 00:00:00,,Not Yet Rated,Action / Adventure
417,163345400,,150000000,"['Edward Norton', 'Liv Tyler', 'Tim Roth', 'William Hurt', 'Tim Blake Nelson', 'Ty Burrell', 'Michael K. Williams (Cameo)', 'Robert Downey, Jr.*']",Louis Leterrier,Zak Penn,,Craig Armstrong,Marvel Cinematic Universe,The Incredible Hulk,134806913,,2008-06-13 00:00:00,114,PG-13,Action / Adventure
415,195462600,,150000000,"['Chris Hemsworth', 'Natalie Portman', 'Kat Dennings', 'Anthony Hopkins', 'Ray Stevenson', 'Idris Elba', 'Stellan Skarsgard', 'Rene Russo', 'Colm Feore', 'Clark Gregg', 'Tom Hiddleston', 'Samuel L. Jackson* (Cameo)', 'Jeremy Renner* (Cameo)']",Kenneth Branagh,,,Patrick Doyle,Marvel Cinematic Universe,Thor,181030624,,2011-05-06 00:00:00,115,PG-13,Action / Adventure
421,,,,"['Chris Hemsworth', 'Mark Ruffalo']",,,Kevin Feige,,Marvel Cinematic Universe,Thor: Ragnarok,,,2017-11-03 00:00:00,,Not Yet Rated,Action / Adventure
414,215245500,,170000000,"['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston', 'Anthony Hopkins', 'Idris Elba', 'Stellan Skarsgard', 'Christopher Eccleston', 'Kat Dennings', 'Ray Stevenson', 'Zachary Levi', 'Jaimie Alexander', ""Chris O'Dowd"", 'Rene Russo', 'Chris Evans*']",Alan Taylor,,,Brian Tyler,Marvel Cinematic Universe,Thor: The Dark World,206362140,,2013-11-08 00:00:00,120,PG-13,Action / Adventure
426,,,,,,,,,Marvel Cinematic Universe,Untitled Marvel Movie,,,2020-05-01 00:00:00,,Unknown,Action
427,,,,,,,,,Marvel Cinematic Universe,Untitled Marvel Movie,,,2020-07-10 00:00:00,,Unknown,Action
428,,,,,,,,,Marvel Cinematic Universe,Untitled Marvel Movie,,,2020-11-06 00:00:00,,Unknown,Action
434,,,,,,,,,Maze Runner,Maze Runner: The Death Cure,,,2017-02-17 00:00:00,,Not Yet Rated,Sci-Fi Adventure
433,83752800,,61000000,"['Patricia Clarkson', 'Giancarlo Esposito', 'Aidan Gillen', 'Ki Hong Lee', 'Barry Pepper', 'Lili Taylor', ""Dylan O'Brien"", 'Kaya Scodelario', 'Thomas Brodie-Sangster']",Wes Ball,T.S. Nowlin,,John Paesano,Maze Runner,Maze Runner: The Scorch Trials,81697192,,2015-09-18 00:00:00,131,PG-13,Action / Adventure
432,108532600,,34000000,"[""Dylan O'Brien"", 'Kaya Scodelario', 'Thomas Brodie-Sangster', 'Will Poulter']",Wes Ball,,,John Paesano,Maze Runner,The Maze Runner,102427862,,2014-09-19 00:00:00,113,PG-13,Sci-Fi Thriller
